Actual Price ($),Predicted Price ($),Absolute Error ($),Accuracy (%)
"$375,000","$334,435","$40,565",89.18
"$318,990","$325,726","$6,736",97.89
"$264,900","$274,888","$9,988",96.23
"$269,025","$274,206","$5,181",98.07
"$420,000","$403,549","$16,451",96.08
"$274,900","$243,925","$30,975",88.73
"$290,000","$232,442","$57,558",80.15
"$275,000","$238,372","$36,628",86.68
"$265,000","$280,130","$15,130",94.29
"$235,000","$233,619","$1,381",99.41
"$240,000","$226,352","$13,648",94.31
"$139,430","$265,958","$126,528",9.25
"$269,000","$256,318","$12,682",95.29
"$119,900","$263,796","$143,896",-20.01
"$246,900","$225,069","$21,831",91.16
"$280,000","$232,297","$47,703",82.96
"$379,900","$331,215","$48,685",87.18
"$245,000","$279,159","$34,159",86.06
"$249,900","$276,685","$26,785",89.28
"$249,500","$272,852","$23,352",90.64
"$268,000","$260,403","$7,597",97.17
"$250,000","$276,055","$26,055",89.58
"$244,000","$290,323","$46,323",81.02
"$275,000","$289,296","$14,296",94.8
"$260,000","$263,623","$3,623",98.61
"$239,900","$263,845","$23,945",90.02
"$329,000","$370,676","$41,676",87.33
"$250,000","$249,138",$862,99.66
"$249,500","$266,165","$16,665",93.32
"$189,000","$222,197","$33,197",82.44
"$250,000","$250,417",$417,99.83
"$140,000","$244,024","$104,024",25.7
"$229,000","$237,897","$8,897",96.11
"$249,900","$305,796","$55,896",77.63
"$265,000","$220,102","$44,898",83.06
"$500,000","$325,079","$174,921",65.02
"$849,000","$750,906","$98,094",88.45
"$450,000","$449,198",$802,99.82
"$390,000","$373,432","$16,568",95.75
"$389,000","$328,361","$60,639",84.41
"$415,000","$402,161","$12,839",96.91
"$375,000","$441,473","$66,473",82.27
"$359,400","$354,883","$4,517",98.74
"$589,260","$695,214","$105,954",82.02
"$274,900","$583,284","$308,384",-12.18
"$224,317","$326,176","$101,859",54.59
"$385,000","$374,793","$10,207",97.35
"$679,000","$558,245","$120,755",82.22
"$369,000","$404,106","$35,106",90.49
"$675,000","$639,035","$35,965",94.67
"$389,500","$337,908","$51,592",86.75
"$314,900","$319,550","$4,650",98.52
"$570,000","$468,386","$101,614",82.17
"$399,000","$381,892","$17,108",95.71
"$399,999","$386,484","$13,515",96.62
"$560,000","$588,636","$28,636",94.89
"$390,000","$382,509","$7,491",98.08
"$550,000","$446,232","$103,768",81.13
"$333,000","$437,554","$104,554",68.6
"$384,975","$627,073","$242,098",37.11
"$699,000","$790,855","$91,855",86.86
"$550,000","$402,585","$147,415",73.2
"$495,000","$716,923","$221,923",55.17
"$615,000","$594,707","$20,293",96.7
"$350,000","$424,733","$74,733",78.65
"$475,000","$509,121","$34,121",92.82
"$457,000","$414,263","$42,737",90.65
"$409,000","$413,401","$4,401",98.92
"$450,000","$404,826","$45,174",89.96
"$324,900","$362,017","$37,117",88.58
"$649,900","$606,784","$43,116",93.37
"$580,000","$461,226","$118,774",79.52
"$524,900","$427,690","$97,210",81.48
"$484,999","$414,797","$70,202",85.53
"$725,000","$464,814","$260,186",64.11
"$429,900","$566,403","$136,503",68.25
"$314,900","$342,180","$27,280",91.34
"$849,990","$637,510","$212,480",75.0
"$544,000","$602,444","$58,444",89.26
"$419,900","$392,797","$27,103",93.55
"$424,900","$482,425","$57,525",86.46
"$210,000","$220,568","$10,568",94.97
"$112,000","$237,923","$125,923",-12.43
"$249,900","$281,868","$31,968",87.21
"$300,000","$351,406","$51,406",82.86
"$160,000","$284,988","$124,988",21.88
"$509,500","$380,109","$129,391",74.6
"$339,990","$353,162","$13,172",96.13
"$315,000","$356,707","$41,707",86.76
"$250,000","$340,720","$90,720",63.71
"$450,000","$420,242","$29,758",93.39
"$227,700","$183,616","$44,084",80.64
"$229,900","$344,022","$114,122",50.36
"$166,000","$353,408","$187,408",-12.9
"$625,000","$509,564","$115,436",81.53
"$210,000","$319,426","$109,426",47.89
"$299,900","$317,005","$17,105",94.3
"$305,000","$413,939","$108,939",64.28
"$259,900","$224,252","$35,648",86.28
"$389,900","$395,827","$5,927",98.48
"$469,900","$408,619","$61,281",86.96
"$574,900","$500,245","$74,655",87.01
"$126,900","$225,263","$98,363",22.49
"$484,900","$495,893","$10,993",97.73
"$425,000","$372,080","$52,920",87.55
"$524,900","$380,112","$144,788",72.42
"$340,000","$386,805","$46,805",86.23
"$423,000","$446,425","$23,425",94.46
"$439,999","$372,743","$67,256",84.71
"$424,000","$350,449","$73,551",82.65
"$139,900","$345,228","$205,328",-46.77
"$370,000","$387,747","$17,747",95.2
"$300,000","$266,689","$33,311",88.9
"$599,900","$481,598","$118,302",80.28
"$385,000","$303,187","$81,813",78.75
"$315,000","$330,245","$15,245",95.16
"$417,500","$424,623","$7,123",98.29
"$429,900","$342,232","$87,668",79.61
"$249,000","$415,051","$166,051",33.31
"$477,900","$385,102","$92,798",80.58
"$699,000","$357,909","$341,091",51.2
"$447,500","$471,597","$24,097",94.62
"$146,500","$370,724","$224,224",-53.05
"$375,000","$312,094","$62,906",83.23
"$399,000","$380,514","$18,486",95.37
"$525,000","$433,220","$91,780",82.52
"$550,000","$433,316","$116,684",78.78
"$259,900","$295,950","$36,050",86.13
"$325,000","$318,968","$6,032",98.14
"$439,000","$329,241","$109,759",75.0
"$290,000","$346,531","$56,531",80.51
"$469,000","$413,987","$55,013",88.27
"$415,000","$372,299","$42,701",89.71
"$395,000","$344,884","$50,116",87.31
"$489,900","$361,673","$128,227",73.83
"$359,900","$353,561","$6,339",98.24
"$425,000","$343,136","$81,864",80.74
"$375,000","$368,521","$6,479",98.27
"$199,000","$429,446","$230,446",-15.8
"$459,000","$358,599","$100,401",78.13
"$350,000","$385,704","$35,704",89.8
"$309,900","$349,835","$39,935",87.11
"$465,000","$419,191","$45,809",90.15
"$252,000","$431,563","$179,563",28.74
"$297,000","$316,609","$19,609",93.4
"$239,000","$346,991","$107,991",54.82
"$335,000","$417,807","$82,807",75.28
"$419,950","$342,051","$77,899",81.45
"$325,000","$403,184","$78,184",75.94
"$379,500","$344,005","$35,495",90.65
"$365,000","$406,879","$41,879",88.53
"$412,000","$325,139","$86,861",78.92
"$385,000","$344,771","$40,229",89.55
"$395,600","$435,071","$39,471",90.02
"$350,000","$368,422","$18,422",94.74
"$435,000","$370,837","$64,163",85.25
"$375,000","$363,132","$11,868",96.84
"$497,500","$424,538","$72,962",85.33
"$340,000","$339,555",$445,99.87
"$450,000","$335,724","$114,276",74.61
"$449,900","$401,636","$48,264",89.27
"$208,000","$400,885","$192,885",7.27
"$298,000","$404,451","$106,451",64.28
"$399,900","$467,816","$67,916",83.02
"$330,000","$350,317","$20,317",93.84
"$425,000","$399,426","$25,574",93.98
"$289,900","$281,300","$8,600",97.03
"$599,000","$555,275","$43,725",92.7
"$424,900","$365,904","$58,996",86.12
"$397,500","$395,151","$2,349",99.41
"$325,000","$238,415","$86,585",73.36
"$300,000","$271,718","$28,282",90.57
"$390,000","$421,942","$31,942",91.81
"$365,000","$301,683","$63,317",82.65
"$369,000","$287,014","$81,986",77.78
"$350,000","$282,665","$67,335",80.76
"$379,900","$363,685","$16,215",95.73
"$445,000","$653,140","$208,140",53.23
"$175,000","$268,100","$93,100",46.8
"$434,900","$465,261","$30,361",93.02
"$520,000","$504,578","$15,422",97.03
"$352,957","$387,951","$34,994",90.09
"$485,000","$452,536","$32,464",93.31
"$132,500","$241,433","$108,933",17.79
"$340,000","$254,075","$85,925",74.73
"$218,500","$255,411","$36,911",83.11
"$415,000","$318,355","$96,645",76.71
"$394,000","$406,423","$12,423",96.85
"$949,990","$858,737","$91,253",90.39
"$549,950","$552,001","$2,051",99.63
"$449,900","$554,381","$104,481",76.78
"$439,999","$428,464","$11,535",97.38
"$149,000","$323,529","$174,529",-17.13
"$459,900","$357,244","$102,656",77.68
"$265,000","$260,913","$4,087",98.46
"$565,000","$651,391","$86,391",84.71
"$425,000","$369,576","$55,424",86.96
"$479,000","$440,427","$38,573",91.95
"$399,000","$374,035","$24,965",93.74
"$325,000","$300,587","$24,413",92.49
"$329,900","$285,378","$44,522",86.5
"$194,900","$452,754","$257,854",-32.3
"$354,900","$358,317","$3,417",99.04
"$479,000","$374,761","$104,239",78.24
"$599,950","$448,699","$151,251",74.79
"$457,000","$379,092","$77,908",82.95
"$249,500","$251,680","$2,180",99.13
"$110,000","$264,528","$154,528",-40.48
"$344,900","$308,747","$36,153",89.52
"$340,000","$303,847","$36,153",89.37
"$339,900","$318,726","$21,174",93.77
"$290,000","$310,378","$20,378",92.97
"$179,900","$322,276","$142,376",20.86
"$225,000","$312,645","$87,645",61.05
"$325,000","$307,027","$17,973",94.47
"$415,000","$324,625","$90,375",78.22
"$300,000","$316,150","$16,150",94.62
"$267,444","$265,408","$2,036",99.24
"$237,660","$249,408","$11,748",95.06
"$296,900","$301,706","$4,806",98.38
"$349,900","$413,636","$63,736",81.78
"$319,995","$287,078","$32,917",89.71
"$309,999","$327,241","$17,242",94.44
"$330,000","$291,295","$38,705",88.27
"$415,000","$350,304","$64,696",84.41
"$300,000","$287,775","$12,225",95.93
"$269,900","$270,161",$261,99.9
"$350,000","$358,815","$8,815",97.48
"$159,900","$277,335","$117,435",26.56
"$264,900","$263,574","$1,326",99.5
"$350,000","$314,919","$35,081",89.98
"$305,000","$254,516","$50,484",83.45
"$259,000","$260,489","$1,489",99.43
"$345,000","$339,503","$5,497",98.41
"$277,444","$280,298","$2,854",98.97
"$215,900","$242,019","$26,119",87.9
"$299,900","$322,040","$22,140",92.62
"$344,900","$321,109","$23,791",93.1
"$179,999","$316,106","$136,107",24.38
"$290,000","$279,451","$10,549",96.36
"$279,500","$290,576","$11,076",96.04
"$235,000","$235,969",$969,99.59
"$397,500","$289,753","$107,747",72.89
"$242,500","$256,532","$14,032",94.21
"$264,997","$245,414","$19,583",92.61
"$284,900","$284,433",$467,99.84
"$325,000","$295,179","$29,821",90.82
"$295,000","$323,449","$28,449",90.36
"$362,000","$321,742","$40,258",88.88
"$340,000","$320,845","$19,155",94.37
"$349,900","$330,646","$19,254",94.5
"$365,000","$308,020","$56,980",84.39
"$674,900","$897,801","$222,901",66.97
"$275,000","$255,158","$19,842",92.78
"$239,000","$236,225","$2,775",98.84
"$272,500","$262,995","$9,505",96.51
"$199,500","$367,793","$168,293",15.64
"$375,000","$320,759","$54,241",85.54
"$309,000","$316,569","$7,569",97.55
"$305,000","$336,803","$31,803",89.57
"$334,500","$306,072","$28,428",91.5
"$310,000","$333,936","$23,936",92.28
"$307,000","$294,445","$12,555",95.91
"$205,000","$294,042","$89,042",56.56
"$359,999","$310,728","$49,271",86.31
"$324,990","$329,992","$5,002",98.46
"$400,000","$282,013","$117,987",70.5
"$315,000","$284,475","$30,525",90.31
"$465,000","$395,733","$69,267",85.1
"$380,000","$343,831","$36,169",90.48
"$350,000","$279,579","$70,421",79.88
"$339,900","$347,935","$8,035",97.64
"$315,000","$290,296","$24,704",92.16
"$405,000","$383,639","$21,361",94.73
"$324,900","$305,952","$18,948",94.17
"$385,000","$357,914","$27,086",92.96
"$375,000","$367,088","$7,912",97.89
"$379,500","$357,733","$21,767",94.26
"$389,000","$371,349","$17,651",95.46
"$385,000","$370,028","$14,972",96.11
"$359,900","$386,255","$26,355",92.68
"$345,000","$353,185","$8,185",97.63
"$272,000","$372,701","$100,701",62.98
"$465,000","$408,202","$56,798",87.79
"$400,000","$365,261","$34,739",91.32
"$187,500","$319,713","$132,213",29.49
"$275,000","$265,562","$9,438",96.57
"$376,290","$373,975","$2,315",99.38
"$300,000","$275,273","$24,727",91.76
"$470,000","$337,890","$132,110",71.89
"$499,900","$514,679","$14,779",97.04
"$274,500","$284,420","$9,920",96.39
"$280,000","$257,249","$22,751",91.87
"$154,999","$268,247","$113,248",26.94
"$289,900","$297,806","$7,906",97.27
"$325,000","$261,679","$63,321",80.52
"$379,500","$312,306","$67,194",82.29
"$245,000","$263,542","$18,542",92.43
"$480,000","$476,350","$3,650",99.24
"$289,900","$260,961","$28,939",90.02
"$575,000","$498,742","$76,258",86.74
"$259,990","$332,467","$72,477",72.12
"$309,000","$388,870","$79,870",74.15
"$439,000","$380,011","$58,989",86.56
"$195,000","$225,595","$30,595",84.31
"$399,000","$448,796","$49,796",87.52
"$225,000","$246,853","$21,853",90.29
"$230,000","$260,407","$30,407",86.78
"$290,000","$244,840","$45,160",84.43
"$475,000","$370,516","$104,484",78.0
"$395,000","$360,526","$34,474",91.27
"$410,000","$310,676","$99,324",75.77
"$385,000","$405,830","$20,830",94.59
"$489,000","$418,536","$70,464",85.59
"$315,000","$246,156","$68,844",78.14
"$280,000","$347,115","$67,115",76.03
"$287,500","$422,166","$134,666",53.16
"$390,000","$363,629","$26,371",93.24
"$499,900","$536,880","$36,980",92.6
"$359,900","$373,164","$13,264",96.31
"$249,000","$276,324","$27,324",89.03
"$275,000","$244,101","$30,899",88.76
"$375,000","$425,819","$50,819",86.45
"$317,500","$489,631","$172,131",45.79
"$425,000","$382,964","$42,036",90.11
"$314,990","$320,255","$5,265",98.33
"$378,000","$389,453","$11,453",96.97
"$219,999","$382,844","$162,845",25.98
"$244,900","$459,377","$214,477",12.42
"$289,900","$271,565","$18,335",93.68
"$375,000","$441,028","$66,028",82.39
"$399,900","$421,178","$21,278",94.68
"$329,900","$359,168","$29,268",91.13
"$435,000","$424,255","$10,745",97.53
"$214,900","$377,190","$162,290",24.48
"$448,500","$457,477","$8,977",98.0
"$850,000","$680,279","$169,721",80.03
"$299,000","$339,887","$40,887",86.33
"$419,900","$415,198","$4,702",98.88
"$569,900","$548,742","$21,158",96.29
"$359,000","$414,940","$55,940",84.42
"$493,900","$562,584","$68,684",86.09
"$599,900","$701,017","$101,117",83.14
"$799,000","$1,129,217","$330,217",58.67
"$359,900","$348,799","$11,101",96.92
"$425,000","$470,400","$45,400",89.32
"$425,000","$465,011","$40,011",90.59
"$335,000","$587,328","$252,328",24.68
"$559,000","$524,046","$34,954",93.75
"$425,000","$425,041",$41,99.99
"$598,900","$511,203","$87,697",85.36
"$479,900","$451,695","$28,205",94.12
"$359,000","$349,939","$9,061",97.48
"$459,000","$421,539","$37,461",91.84
"$645,000","$566,925","$78,075",87.9
"$615,000","$577,698","$37,302",93.93
"$520,000","$465,526","$54,474",89.52
"$399,000","$416,713","$17,713",95.56
"$479,900","$416,909","$62,991",86.87
"$479,950","$442,542","$37,408",92.21
"$479,800","$416,460","$63,340",86.8
"$575,000","$515,349","$59,651",89.63
"$410,000","$323,524","$86,476",78.91
"$595,000","$596,460","$1,460",99.75
"$380,000","$375,155","$4,845",98.72
"$450,000","$392,145","$57,855",87.14
"$734,900","$689,164","$45,736",93.78
"$450,000","$458,641","$8,641",98.08
"$360,000","$371,790","$11,790",96.72
"$550,000","$533,086","$16,914",96.92
"$329,257","$469,553","$140,296",57.39
"$424,900","$398,861","$26,039",93.87
"$349,900","$322,240","$27,660",92.09
"$539,000","$542,424","$3,424",99.36
"$475,000","$458,873","$16,127",96.6
"$425,000","$424,585",$415,99.9
"$510,000","$502,361","$7,639",98.5
"$488,500","$708,398","$219,898",54.99
"$639,000","$681,087","$42,087",93.41
"$392,000","$388,182","$3,818",99.03
"$599,000","$539,374","$59,626",90.05
"$449,000","$442,392","$6,608",98.53
"$895,000","$967,511","$72,511",91.9
"$389,000","$302,514","$86,486",77.77
"$400,000","$392,803","$7,197",98.2
"$580,000","$517,453","$62,547",89.22
"$575,000","$509,629","$65,371",88.63
"$416,000","$363,593","$52,407",87.4
"$525,000","$472,446","$52,554",89.99
"$849,000","$547,468","$301,532",64.48
"$399,900","$418,138","$18,238",95.44
"$364,950","$376,688","$11,738",96.78
"$410,000","$362,946","$47,054",88.52
"$675,000","$558,125","$116,875",82.69
"$945,000","$942,371","$2,629",99.72
"$347,500","$489,729","$142,229",59.07
"$615,000","$592,420","$22,580",96.33
"$519,900","$457,922","$61,978",88.08
"$425,000","$451,016","$26,016",93.88
"$439,000","$397,666","$41,334",90.58
"$285,000","$278,318","$6,682",97.66
"$429,900","$426,946","$2,954",99.31
"$498,000","$451,104","$46,896",90.58
"$484,900","$445,967","$38,933",91.97
"$549,000","$786,560","$237,560",56.73
"$775,000","$875,762","$100,762",87.0
"$550,000","$569,723","$19,723",96.41
"$419,000","$372,916","$46,084",89.0
"$349,900","$290,712","$59,188",83.08
"$1,375,000","$1,114,423","$260,577",81.05
"$395,000","$397,594","$2,594",99.34
"$328,200","$290,687","$37,513",88.57
"$425,000","$504,460","$79,460",81.3
"$367,000","$316,628","$50,372",86.27
"$279,000","$492,601","$213,601",23.44
"$315,000","$365,054","$50,054",84.11
"$444,000","$347,994","$96,006",78.38
"$399,900","$384,803","$15,097",96.22
"$399,000","$400,638","$1,638",99.59
"$419,000","$488,420","$69,420",83.43
"$439,000","$524,024","$85,024",80.63
"$459,900","$593,871","$133,971",70.87
"$400,000","$360,867","$39,133",90.22
"$399,900","$365,622","$34,278",91.43
"$415,000","$381,296","$33,704",91.88
"$525,000","$427,227","$97,773",81.38
"$375,000","$344,358","$30,642",91.83
"$234,000","$370,665","$136,665",41.6
"$295,000","$332,394","$37,394",87.32
"$595,000","$479,320","$115,680",80.56
"$345,000","$438,782","$93,782",72.82
"$589,000","$493,890","$95,110",83.85
"$375,000","$289,907","$85,093",77.31
"$500,000","$524,866","$24,866",95.03
"$488,900","$417,736","$71,164",85.44
"$409,000","$375,714","$33,286",91.86
"$419,900","$391,927","$27,973",93.34
"$659,000","$629,044","$29,956",95.45
"$300,000","$315,201","$15,201",94.93
"$215,000","$385,127","$170,127",20.87
"$250,000","$494,184","$244,184",2.33
"$459,000","$399,303","$59,697",86.99
"$450,000","$428,114","$21,886",95.14
"$320,000","$338,998","$18,998",94.06
"$549,900","$569,702","$19,802",96.4
"$575,000","$639,690","$64,690",88.75
"$330,000","$864,771","$534,771",-62.05
"$895,000","$701,185","$193,815",78.34
"$469,000","$411,441","$57,559",87.73
"$389,000","$390,865","$1,865",99.52
"$475,000","$568,210","$93,210",80.38
"$535,000","$506,229","$28,771",94.62
"$275,000","$347,528","$72,528",73.63
"$545,000","$461,329","$83,671",84.65
"$620,000","$577,713","$42,287",93.18
"$1,400,000","$1,001,762","$398,238",71.55
"$460,000","$467,482","$7,482",98.37
"$999,000","$1,023,082","$24,082",97.59
"$499,900","$568,477","$68,577",86.28
"$959,700","$858,641","$101,059",89.47
"$325,000","$359,037","$34,037",89.53
"$400,000","$388,699","$11,301",97.17
"$325,000","$355,816","$30,816",90.52
"$360,000","$315,074","$44,926",87.52
"$575,000","$556,575","$18,425",96.8
"$441,385","$593,918","$152,533",65.44
"$400,000","$363,843","$36,157",90.96
"$499,000","$500,728","$1,728",99.65
"$310,000","$367,742","$57,742",81.37
"$499,999","$710,462","$210,463",57.91
"$625,000","$490,186","$134,814",78.43
"$699,000","$683,404","$15,596",97.77
"$325,000","$587,414","$262,414",19.26
"$420,000","$334,090","$85,910",79.55
"$465,000","$392,643","$72,357",84.44
"$445,000","$342,581","$102,419",76.98
"$390,000","$342,515","$47,485",87.82
"$495,000","$446,373","$48,627",90.18
"$649,000","$580,859","$68,141",89.5
"$439,900","$354,888","$85,012",80.67
"$424,500","$427,754","$3,254",99.23
"$649,000","$754,258","$105,258",83.78
"$1,095,000","$727,068","$367,932",66.4
"$550,000","$499,512","$50,488",90.82
"$525,000","$443,199","$81,801",84.42
"$474,000","$513,123","$39,123",91.75
"$297,000","$278,918","$18,082",93.91
"$309,000","$282,037","$26,963",91.27
"$539,900","$500,310","$39,590",92.67
"$789,650","$1,012,177","$222,527",71.82
"$279,000","$318,769","$39,769",85.75
"$169,900","$395,740","$225,840",-32.93
"$388,500","$583,683","$195,183",49.76
"$475,000","$467,369","$7,631",98.39
"$349,900","$340,887","$9,013",97.42
"$579,000","$587,108","$8,108",98.6
"$599,444","$478,880","$120,564",79.89
"$399,000","$379,235","$19,765",95.05
"$369,000","$357,367","$11,633",96.85
"$350,000","$304,431","$45,569",86.98
"$499,900","$541,659","$41,759",91.65
"$775,000","$660,391","$114,609",85.21
"$394,900","$348,788","$46,112",88.32
"$424,500","$430,545","$6,045",98.58
"$489,000","$515,803","$26,803",94.52
"$199,000","$284,002","$85,002",57.29
"$375,000","$467,749","$92,749",75.27
"$799,000","$493,606","$305,394",61.78
"$580,000","$495,818","$84,182",85.49
"$249,900","$348,723","$98,823",60.45
"$374,500","$385,229","$10,729",97.14
"$325,000","$310,977","$14,023",95.69
"$420,000","$472,745","$52,745",87.44
"$450,000","$390,801","$59,199",86.84
"$365,000","$368,711","$3,711",98.98
"$380,000","$392,433","$12,433",96.73
"$359,900","$361,992","$2,092",99.42
"$419,900","$370,719","$49,181",88.29
"$625,000","$571,330","$53,670",91.41
"$375,000","$388,455","$13,455",96.41
"$449,900","$458,225","$8,325",98.15
"$420,000","$387,636","$32,364",92.29
"$359,900","$332,604","$27,296",92.42
"$470,000","$555,923","$85,923",81.72
"$499,999","$501,262","$1,263",99.75
"$250,000","$350,657","$100,657",59.74
"$460,000","$372,955","$87,045",81.08
"$409,000","$354,341","$54,659",86.64
"$439,900","$459,158","$19,258",95.62
"$525,000","$452,401","$72,599",86.17
"$429,900","$525,480","$95,580",77.77
"$199,999","$357,767","$157,768",21.12
"$499,400","$444,811","$54,589",89.07
"$419,900","$446,477","$26,577",93.67
"$325,000","$348,241","$23,241",92.85
"$575,000","$460,739","$114,261",80.13
"$309,999","$291,937","$18,062",94.17
"$191,500","$316,554","$125,054",34.7
"$539,900","$449,204","$90,696",83.2
"$410,000","$408,661","$1,339",99.67
"$710,000","$610,461","$99,539",85.98
"$615,000","$516,876","$98,124",84.04
"$425,000","$410,126","$14,874",96.5
"$525,000","$458,125","$66,875",87.26
"$490,000","$489,683",$317,99.94
"$335,000","$278,313","$56,687",83.08
"$255,000","$276,265","$21,265",91.66
"$350,000","$485,244","$135,244",61.36
"$500,000","$494,269","$5,731",98.85
"$399,000","$390,105","$8,895",97.77
"$417,500","$361,148","$56,352",86.5
"$750,000","$491,416","$258,584",65.52
"$600,000","$368,505","$231,495",61.42
"$949,000","$744,835","$204,165",78.49
"$525,000","$493,905","$31,095",94.08
"$579,000","$576,488","$2,512",99.57
"$1,149,000","$1,127,869","$21,131",98.16
"$849,000","$647,902","$201,098",76.31
"$675,000","$452,589","$222,411",67.05
"$1,400,000","$1,015,003","$384,997",72.5
"$995,000","$829,573","$165,427",83.37
"$1,185,000","$728,696","$456,304",61.49
"$529,000","$546,682","$17,682",96.66
"$449,900","$771,083","$321,183",28.61
"$745,000","$720,860","$24,140",96.76
"$689,000","$733,184","$44,184",93.59
"$825,000","$646,764","$178,236",78.4
"$849,500","$699,342","$150,158",82.32
"$539,000","$489,165","$49,835",90.75
"$1,078,800","$924,229","$154,571",85.67
"$1,249,000","$993,398","$255,602",79.54
"$1,250,000","$912,285","$337,715",72.98
"$539,000","$582,462","$43,462",91.94
"$1,300,000","$1,103,257","$196,743",84.87
"$799,000","$943,799","$144,799",81.88
"$399,000","$580,562","$181,562",54.5
"$625,000","$790,114","$165,114",73.58
"$725,000","$713,130","$11,870",98.36
"$498,850","$415,021","$83,829",83.2
"$749,900","$568,813","$181,087",75.85
"$700,000","$612,960","$87,040",87.57
"$620,000","$655,317","$35,317",94.3
"$649,990","$490,791","$159,199",75.51
"$595,000","$665,567","$70,567",88.14
"$699,850","$835,947","$136,097",80.55
"$579,000","$431,003","$147,997",74.44
"$1,499,000","$980,576","$518,424",65.42
"$499,999","$633,033","$133,034",73.39
"$825,000","$608,978","$216,022",73.82
"$499,000","$596,990","$97,990",80.36
"$699,900","$796,009","$96,109",86.27
"$797,000","$844,991","$47,991",93.98
"$699,900","$579,365","$120,535",82.78
"$270,000","$264,616","$5,384",98.01
"$1,200,000","$726,365","$473,635",60.53
"$725,000","$563,192","$161,808",77.68
"$774,900","$710,333","$64,567",91.67
"$935,000","$731,899","$203,101",78.28
"$1,075,000","$760,560","$314,440",70.75
"$550,000","$512,288","$37,712",93.14
"$1,150,000","$1,103,773","$46,227",95.98
"$899,000","$777,199","$121,801",86.45
"$599,000","$582,146","$16,854",97.19
"$959,900","$907,070","$52,830",94.5
"$1,259,000","$925,438","$333,562",73.51
"$599,900","$695,998","$96,098",83.98
"$375,000","$517,988","$142,988",61.87
"$268,900","$232,132","$36,768",86.33
"$559,000","$610,944","$51,944",90.71
"$575,000","$521,092","$53,908",90.62
"$899,000","$978,771","$79,771",91.13
"$525,000","$451,634","$73,366",86.03
"$600,000","$796,932","$196,932",67.18
"$295,000","$292,042","$2,958",99.0
"$234,950","$362,433","$127,483",45.74
"$469,000","$397,860","$71,140",84.83
"$292,500","$279,200","$13,300",95.45
"$310,000","$322,113","$12,113",96.09
"$345,000","$324,066","$20,934",93.93
"$315,000","$288,952","$26,048",91.73
"$380,000","$249,126","$130,874",65.56
"$389,900","$387,640","$2,260",99.42
"$363,900","$378,604","$14,704",95.96
"$173,200","$316,296","$143,096",17.38
"$199,000","$338,584","$139,584",29.86
"$475,000","$415,139","$59,861",87.4
"$184,900","$266,385","$81,485",55.93
"$430,000","$392,056","$37,944",91.18
"$289,900","$336,105","$46,205",84.06
"$405,000","$324,374","$80,626",80.09
"$236,900","$390,618","$153,718",35.11
"$274,000","$254,168","$19,832",92.76
"$274,900","$278,655","$3,755",98.63
"$385,000","$350,687","$34,313",91.09
"$459,900","$365,042","$94,858",79.37
"$289,900","$252,567","$37,333",87.12
"$399,000","$458,709","$59,709",85.04
"$209,000","$360,919","$151,919",27.31
"$379,000","$387,405","$8,405",97.78
"$410,000","$363,757","$46,243",88.72
"$269,000","$296,238","$27,238",89.87
"$359,999","$360,218",$219,99.94
"$247,000","$346,615","$99,615",59.67
"$399,900","$379,117","$20,783",94.8
"$361,888","$330,615","$31,273",91.36
"$349,950","$323,582","$26,368",92.47
"$379,900","$373,719","$6,181",98.37
"$290,000","$286,761","$3,239",98.88
"$279,000","$333,540","$54,540",80.45
"$345,000","$362,784","$17,784",94.85
"$109,900","$385,017","$275,117",-150.33
"$325,000","$331,903","$6,903",97.88
"$489,000","$418,763","$70,237",85.64
"$349,000","$320,924","$28,076",91.96
"$238,000","$388,954","$150,954",36.57
"$289,900","$363,045","$73,145",74.77
"$1,250,000","$1,043,154","$206,846",83.45
"$389,000","$435,499","$46,499",88.05
"$360,000","$337,228","$22,772",93.67
"$989,850","$979,111","$10,739",98.92
"$1,125,000","$818,630","$306,370",72.77
"$1,180,000","$818,592","$361,408",69.37
"$699,000","$850,264","$151,264",78.36
"$1,395,000","$964,371","$430,629",69.13
"$535,000","$929,321","$394,321",26.3
"$619,000","$522,114","$96,886",84.35
"$649,900","$523,289","$126,611",80.52
"$998,000","$823,897","$174,103",82.55
"$549,990","$636,305","$86,315",84.31
"$825,000","$833,565","$8,565",98.96
"$1,189,000","$1,014,467","$174,533",85.32
"$695,000","$888,199","$193,199",72.2
"$639,900","$457,225","$182,675",71.45
"$1,095,000","$928,374","$166,626",84.78
"$1,100,000","$750,459","$349,541",68.22
"$1,150,000","$1,088,046","$61,954",94.61
"$1,250,000","$1,025,579","$224,421",82.05
"$910,000","$925,399","$15,399",98.31
"$1,400,000","$901,467","$498,533",64.39
"$775,000","$641,875","$133,125",82.82
"$1,350,000","$880,119","$469,881",65.19
"$749,900","$592,147","$157,753",78.96
"$215,000","$212,370","$2,630",98.78
"$800,000","$893,563","$93,563",88.3
"$645,000","$596,771","$48,229",92.52
"$549,000","$924,452","$375,452",31.61
"$1,175,000","$819,316","$355,684",69.73
"$1,225,000","$836,955","$388,045",68.32
"$1,250,000","$982,343","$267,657",78.59
"$925,000","$414,722","$510,278",44.83
"$1,499,000","$978,318","$520,682",65.26
"$520,000","$410,515","$109,485",78.95
"$694,000","$541,078","$152,922",77.97
"$825,000","$745,326","$79,674",90.34
